event_id,user_id,event_type,created_at
277,39,shared_design,2024-05-17
278,39,created_design,2024-05-13
279,40,signed_up,2024-05-06
280,40,created_design,2024-11-04
281,40,deleted_design,2024-09-10
282,40,shared_design,2024-09-13
283,40,deleted_design,2024-05-20
284,40,exported_design,2024-12-11
285,41,signed_up,2024-10-02
286,41,created_design,2024-12-27
287,41,created_design,2024-10-31
288,41,created_design,2024-10-07
289,41,created_design,2024-11-02
290,41,shared_design,2024-12-01
291,41,exported_design,2024-11-20
292,41,created_design,2024-10-24
293,41,deleted_design,2024-12-11
294,41,shared_design,2024-10-30
295,41,deleted_design,2024-11-02
296,42,signed_up,2024-08-07
297,43,signed_up,2024-07-04
298,43,exported_design,2024-08-18
299,44,signed_up,2024-09-17
300,44,invited_team_member,2024-11-15
301,45,signed_up,2024-01-25
302,45,upgraded_plan,2024-09-14
303,46,signed_up,2024-11-17
304,46,shared_design,2024-12-05
305,46,exported_design,2024-12-26
306,46,shared_design,2024-12-16
307,46,deleted_design,2024-12-24
308,47,signed_up,2024-11-01
309,48,signed_up,2024-07-14
310,48,created_design,2024-10-26
311,48,shared_design,2024-09-11
312,48,created_design,2024-12-23
313,48,created_design,2024-10-07
314,48,deleted_design,2024-12-29
315,48,created_design,2024-09-30
316,48,exported_design,2024-09-04
317,48,deleted_design,2024-10-29
318,48,exported_design,2024-07-29
319,48,created_design,2024-09-23
320,48,exported_design,2024-07-25
321,48,deleted_design,2024-11-24
322,48,deleted_design,2024-10-17
323,48,created_design,2024-08-04
324,48,exported_design,2024-11-20
325,49,signed_up,2024-09-27
326,49,exported_design,2024-11-21
327,49,invited_team_member,2024-10-30
328,50,signed_up,2024-01-06
329,51,signed_up,2024-12-15
330,51,exported_design,2024-12-23
331,51,exported_design,2024-12-17
332,51,created_design,2024-12-19
333,51,created_design,2024-12-19
334,51,deleted_design,2024-12-20
335,51,shared_design,2024-12-29
336,51,created_design,2024-12-28
337,51,exported_design,2024-12-26
338,52,signed_up,2024-11-24
339,52,invited_team_member,2024-12-13
340,53,signed_up,2024-05-30
341,53,shared_design,2024-07-24
342,53,invited_team_member,2024-11-28
343,54,signed_up,2024-08-20
344,54,shared_design,2024-09-01
345,54,exported_design,2024-10-25
346,54,deleted_design,2024-08-27
347,54,exported_design,2024-12-13
348,54,deleted_design,2024-09-13
349,54,exported_design,2024-09-15
350,54,created_design,2024-09-20
351,54,exported_design,2024-09-04
352,54,exported_design,2024-09-22
353,55,signed_up,2024-09-13
354,55,shared_design,2024-09-23
355,55,created_design,2024-12-26
356,55,created_design,2024-09-15
357,55,deleted_design,2024-10-08
358,55,exported_design,2024-12-25
359,55,shared_design,2024-09-24
360,55,created_design,2024-09-28
361,55,created_design,2024-11-11
362,55,deleted_design,2024-10-04
363,55,deleted_design,2024-12-27
364,55,created_design,2024-11-15
365,56,signed_up,2024-02-24
366,56,shared_design,2024-05-29
367,56,deleted_design,2024-07-16
368,56,created_design,2024-05-10
369,56,shared_design,2024-06-28
370,56,deleted_design,2024-11-05
371,56,deleted_design,2024-12-01
372,56,created_design,2024-03-26
373,56,deleted_design,2024-07-16
374,56,deleted_design,2024-05-04
375,56,exported_design,2024-06-05
376,56,created_design,2024-11-28
377,56,shared_design,2024-09-06
378,56,deleted_design,2024-10-26
379,56,shared_design,2024-08-18
380,56,shared_design,2024-09-09
381,56,invited_team_member,2024-08-05
382,57,signed_up,2024-11-23
383,57,created_design,2024-12-10
384,57,shared_design,2024-12-23
385,57,exported_design,2024-12-30
386,57,created_design,2024-12-03
387,57,exported_design,2024-12-08
388,57,created_design,2024-12-10
389,57,deleted_design,2024-12-07
390,57,exported_design,2024-12-15
391,57,exported_design,2024-12-04
392,57,shared_design,2024-12-30
393,57,created_design,2024-12-15
394,57,exported_design,2024-12-15
395,57,exported_design,2024-12-29
396,58,signed_up,2024-04-11
397,59,signed_up,2024-03-23
398,59,exported_design,2024-07-20
399,59,invited_team_member,2024-11-22
400,59,upgraded_plan,2024-07-04
401,60,signed_up,2024-01-01
402,61,signed_up,2024-09-07
403,61,upgraded_plan,2024-09-25
404,62,signed_up,2024-07-04
405,62,created_design,2024-08-09
406,62,shared_design,2024-11-15
407,62,shared_design,2024-07-22
408,62,deleted_design,2024-12-31
409,62,created_design,2024-12-01
410,62,shared_design,2024-09-28
411,62,exported_design,2024-09-24
412,62,deleted_design,2024-08-13
413,62,deleted_design,2024-12-14
414,62,shared_design,2024-12-17
415,62,shared_design,2024-08-17
416,62,exported_design,2024-08-30
417,62,shared_design,2024-10-08
418,62,shared_design,2024-12-27
419,62,exported_design,2024-08-05
420,63,signed_up,2024-01-30
421,64,signed_up,2024-02-10
422,64,invited_team_member,2024-12-14
423,65,signed_up,2024-02-05
424,66,signed_up,2024-03-06
425,66,shared_design,2024-05-17
426,66,exported_design,2024-04-14
427,66,shared_design,2024-08-30
428,66,created_design,2024-05-30
429,66,deleted_design,2024-08-24
430,66,shared_design,2024-03-11
431,66,exported_design,2024-06-21
432,66,shared_design,2024-04-09
433,66,invited_team_member,2024-04-30
434,67,signed_up,2024-10-08
435,67,exported_design,2024-11-30
436,67,deleted_design,2024-11-29
437,67,shared_design,2024-11-25
438,67,deleted_design,2024-12-16
439,67,deleted_design,2024-10-20
440,67,exported_design,2024-12-20
441,67,deleted_design,2024-10-28
442,67,created_design,2024-10-17
443,67,invited_team_member,2024-11-17
444,68,signed_up,2024-09-27
445,68,deleted_design,2024-10-18
446,68,created_design,2024-10-17
447,68,created_design,2024-12-06
448,68,deleted_design,2024-11-09
449,68,created_design,2024-12-26
450,68,exported_design,2024-11-21
451,69,signed_up,2024-04-18
452,69,exported_design,2024-08-01
453,69,shared_design,2024-11-13
454,69,shared_design,2024-09-09
455,69,created_design,2024-08-17
456,69,deleted_design,2024-05-13
457,69,exported_design,2024-12-25
458,69,invited_team_member,2024-04-19
459,70,signed_up,2024-12-31
460,70,exported_design,2024-12-31
461,70,created_design,2024-12-31
462,70,exported_design,2024-12-31
463,70,created_design,2024-12-31
464,70,created_design,2024-12-31
465,70,deleted_design,2024-12-31
466,70,deleted_design,2024-12-31
467,70,created_design,2024-12-31
468,70,exported_design,2024-12-31
469,70,deleted_design,2024-12-31
470,70,exported_design,2024-12-31
471,71,signed_up,2024-12-09
472,71,created_design,2024-12-17
473,71,created_design,2024-12-13
474,71,shared_design,2024-12-11
475,71,deleted_design,2024-12-26
476,72,signed_up,2024-08-12
477,72,deleted_design,2024-11-19
478,72,deleted_design,2024-12-27
479,72,deleted_design,2024-10-11
480,72,created_design,2024-10-27
481,72,created_design,2024-11-21
482,72,exported_design,2024-12-18
483,72,deleted_design,2024-09-11
484,72,exported_design,2024-09-25
485,72,exported_design,2024-10-05
486,72,created_design,2024-09-13
487,72,created_design,2024-11-28
488,72,exported_design,2024-12-01
489,72,shared_design,2024-09-18
490,72,created_design,2024-11-01
491,72,invited_team_member,2024-11-21
492,73,signed_up,2024-03-02
493,74,signed_up,2024-02-02
494,74,deleted_design,2024-12-17
495,74,deleted_design,2024-03-30
496,74,exported_design,2024-04-18
497,74,created_design,2024-11-18
498,74,created_design,2024-03-27
499,74,shared_design,2024-06-27
500,74,shared_design,2024-08-30
501,74,deleted_design,2024-08-16
502,74,deleted_design,2024-11-20
503,74,exported_design,2024-02-21
504,74,deleted_design,2024-06-22
505,74,deleted_design,2024-04-15
506,74,invited_team_member,2024-07-20
507,75,signed_up,2024-10-28
508,75,shared_design,2024-12-01
509,75,shared_design,2024-10-30
510,75,shared_design,2024-12-05
511,75,deleted_design,2024-12-02
512,75,exported_design,2024-11-09
513,75,shared_design,2024-11-14
514,75,shared_design,2024-12-23
515,75,deleted_design,2024-12-01
516,75,upgraded_plan,2024-12-23
517,76,signed_up,2024-10-28
518,76,deleted_design,2024-12-19
519,76,created_design,2024-12-14
520,76,created_design,2024-11-17
521,76,deleted_design,2024-12-06
522,76,created_design,2024-11-14
523,76,exported_design,2024-11-19
524,76,created_design,2024-11-22
525,76,created_design,2024-11-28
526,76,created_design,2024-12-25
527,76,exported_design,2024-12-13
528,76,shared_design,2024-12-02
529,76,deleted_design,2024-12-26
530,76,created_design,2024-11-12
531,76,shared_design,2024-11-27
532,77,signed_up,2024-02-06
533,78,signed_up,2024-04-27
534,78,shared_design,2024-12-11
535,78,created_design,2024-11-04
536,78,created_design,2024-07-08
537,78,created_design,2024-08-03
538,78,exported_design,2024-06-07
539,78,exported_design,2024-12-02
540,78,exported_design,2024-10-09
541,78,exported_design,2024-10-17
542,78,deleted_design,2024-07-04
543,78,created_design,2024-09-05
544,78,created_design,2024-12-04
545,78,exported_design,2024-08-26
546,78,exported_design,2024-10-09
547,78,created_design,2024-09-27
548,78,invited_team_member,2024-09-29
549,79,signed_up,2024-06-18
550,79,shared_design,2024-11-29
551,79,deleted_design,2024-10-04
552,79,deleted_design,2024-09-15
553,79,exported_design,2024-08-21
554,79,shared_design,2024-10-15
555,79,deleted_design,2024-12-08
556,79,created_design,2024-11-14
557,79,shared_design,2024-06-19
558,79,shared_design,2024-11-08
559,79,created_design,2024-09-02
560,79,created_design,2024-10-19
561,79,shared_design,2024-09-12
562,80,signed_up,2024-05-01
563,80,shared_design,2024-12-30
564,80,exported_design,2024-06-18
565,80,exported_design,2024-09-10
566,80,created_design,2024-12-17
567,80,deleted_design,2024-11-23
568,80,shared_design,2024-10-17
569,80,exported_design,2024-10-22
570,80,created_design,2024-11-01
571,80,deleted_design,2024-10-15
572,80,shared_design,2024-07-15
573,80,deleted_design,2024-12-19
574,80,deleted_design,2024-08-12
575,81,signed_up,2024-04-19
576,82,signed_up,2024-10-19
577,83,signed_up,2024-05-04
578,83,shared_design,2024-08-03
579,83,exported_design,2024-12-06
580,83,exported_design,2024-12-05
581,83,created_design,2024-07-18
582,83,exported_design,2024-09-01
583,83,shared_design,2024-11-09
584,83,exported_design,2024-11-05
585,83,shared_design,2024-10-25
586,83,created_design,2024-10-18
587,83,shared_design,2024-06-29
588,83,shared_design,2024-06-30
589,84,signed_up,2024-04-07
590,84,deleted_design,2024-09-04
591,84,deleted_design,2024-06-06
592,84,created_design,2024-05-04
593,84,exported_design,2024-12-04
594,84,created_design,2024-12-19
595,84,shared_design,2024-10-19
596,84,created_design,2024-11-04
597,84,exported_design,2024-06-23
598,84,shared_design,2024-07-18
599,84,deleted_design,2024-11-02
600,84,invited_team_member,2024-07-08
601,85,signed_up,2024-12-03
602,85,shared_design,2024-12-08
603,85,created_design,2024-12-23
604,85,deleted_design,2024-12-03
605,85,exported_design,2024-12-11
606,85,exported_design,2024-12-27
607,85,exported_design,2024-12-21
608,85,created_design,2024-12-18
609,85,deleted_design,2024-12-07
610,85,deleted_design,2024-12-23
611,85,deleted_design,2024-12-15
612,85,deleted_design,2024-12-18
613,85,invited_team_member,2024-12-20
614,86,signed_up,2024-08-04
615,86,exported_design,2024-10-25
616,86,invited_team_member,2024-08-05
617,87,signed_up,2024-01-28
618,87,shared_design,2024-07-22
619,87,created_design,2024-04-03
620,87,shared_design,2024-08-11
621,87,created_design,2024-04-22
622,87,shared_design,2024-02-20
623,87,deleted_design,2024-06-24
624,87,shared_design,2024-10-20
625,87,exported_design,2024-09-06
626,87,deleted_design,2024-07-21
627,87,exported_design,2024-07-29
628,87,deleted_design,2024-04-21
629,87,exported_design,2024-02-06
630,87,invited_team_member,2024-04-04
631,88,signed_up,2024-02-01
632,88,created_design,2024-04-27
633,88,created_design,2024-08-06
634,88,shared_design,2024-08-11
635,88,created_design,2024-10-31
636,88,created_design,2024-12-01
637,88,created_design,2024-03-27
638,88,created_design,2024-02-25
639,88,deleted_design,2024-09-01
640,88,created_design,2024-08-13
641,89,signed_up,2024-02-25
642,89,shared_design,2024-02-29
643,89,created_design,2024-09-27
644,89,shared_design,2024-11-17
645,89,exported_design,2024-12-31
646,89,created_design,2024-09-26
647,89,created_design,2024-11-12
648,89,created_design,2024-07-18
649,89,deleted_design,2024-04-19
650,89,exported_design,2024-06-05
651,89,exported_design,2024-07-08
652,89,deleted_design,2024-08-26
653,89,exported_design,2024-07-25
654,89,invited_team_member,2024-11-05
655,90,signed_up,2024-04-07
656,90,exported_design,2024-09-23
657,90,created_design,2024-04-08
658,90,created_design,2024-05-22
659,90,exported_design,2024-12-15
660,90,created_design,2024-05-23
661,90,shared_design,2024-05-28
662,90,deleted_design,2024-08-03
663,90,shared_design,2024-09-05
664,90,upgraded_plan,2024-07-05
665,91,signed_up,2024-03-12
666,92,signed_up,2024-05-22
667,92,created_design,2024-11-27
668,92,created_design,2024-06-15
669,92,exported_design,2024-05-24
670,92,exported_design,2024-11-07
671,92,shared_design,2024-08-14
672,92,shared_design,2024-09-11
673,92,created_design,2024-11-25
674,93,signed_up,2024-02-08
675,93,shared_design,2024-09-28
676,93,deleted_design,2024-08-23
677,93,exported_design,2024-09-10
678,93,exported_design,2024-04-05
679,93,exported_design,2024-03-09
680,93,deleted_design,2024-04-01
681,93,deleted_design,2024-12-06
682,94,signed_up,2024-02-20
683,94,created_design,2024-08-21
684,94,deleted_design,2024-04-26
685,94,created_design,2024-10-26
686,94,deleted_design,2024-09-17
687,94,created_design,2024-03-14
688,94,shared_design,2024-07-02
689,94,exported_design,2024-02-26
690,95,signed_up,2024-01-08
691,95,created_design,2024-12-25
692,95,exported_design,2024-08-16
693,95,shared_design,2024-09-10
694,95,deleted_design,2024-12-12
695,95,created_design,2024-03-24
696,95,exported_design,2024-01-13
697,95,deleted_design,2024-09-22
698,95,exported_design,2024-09-17
699,95,deleted_design,2024-02-15
700,96,signed_up,2024-03-26
701,96,deleted_design,2024-07-18
702,96,exported_design,2024-10-18
703,96,deleted_design,2024-05-05
704,96,deleted_design,2024-11-08
705,96,deleted_design,2024-05-10
706,96,shared_design,2024-11-09
707,96,deleted_design,2024-05-25
708,96,created_design,2024-04-04
709,96,deleted_design,2024-10-18
710,96,invited_team_member,2024-03-26
711,97,signed_up,2024-09-03
712,98,signed_up,2024-01-31
713,99,signed_up,2024-01-02
714,99,created_design,2024-07-06
715,99,deleted_design,2024-04-25
716,99,deleted_design,2024-06-19
717,99,shared_design,2024-12-03
718,99,created_design,2024-08-20
719,99,exported_design,2024-02-20
720,99,invited_team_member,2024-07-01
721,100,signed_up,2024-08-20
722,100,invited_team_member,2024-12-31
723,101,signed_up,2024-12-22
724,101,deleted_design,2024-12-24
725,101,deleted_design,2024-12-24
726,101,shared_design,2024-12-23
727,101,exported_design,2024-12-31
728,101,created_design,2024-12-25
729,101,exported_design,2024-12-28
730,101,exported_design,2024-12-29
731,101,created_design,2024-12-27
732,101,created_design,2024-12-28
733,101,created_design,2024-12-31
734,101,deleted_design,2024-12-29
735,101,exported_design,2024-12-31
736,101,created_design,2024-12-29
737,101,created_design,2024-12-30
738,101,deleted_design,2024-12-30
739,102,signed_up,2024-12-04
740,102,exported_design,2024-12-09
741,102,exported_design,2024-12-27
742,102,deleted_design,2024-12-07
743,102,shared_design,2024-12-25
744,102,deleted_design,2024-12-20
745,102,exported_design,2024-12-17
746,102,deleted_design,2024-12-12
747,102,shared_design,2024-12-14
748,102,exported_design,2024-12-18
749,102,deleted_design,2024-12-08
750,102,shared_design,2024-12-23
751,102,shared_design,2024-12-30
752,102,exported_design,2024-12-26
753,102,exported_design,2024-12-10
754,102,shared_design,2024-12-23
755,103,signed_up,2024-03-20
756,103,shared_design,2024-06-19
757,103,shared_design,2024-05-18
758,103,deleted_design,2024-11-20
759,103,shared_design,2024-12-18
760,103,created_design,2024-10-22
761,103,created_design,2024-12-12
762,103,deleted_design,2024-04-01
763,103,created_design,2024-06-02
764,103,exported_design,2024-04-17
765,103,exported_design,2024-08-03
766,103,shared_design,2024-08-13
767,103,created_design,2024-06-02
768,104,signed_up,2024-04-21
769,104,invited_team_member,2024-11-15
770,105,signed_up,2024-10-04
771,105,exported_design,2024-12-14
772,105,deleted_design,2024-12-25
773,105,shared_design,2024-11-03
774,105,created_design,2024-12-31
775,105,deleted_design,2024-11-21
776,105,shared_design,2024-11-26
777,105,created_design,2024-12-13
778,105,shared_design,2024-10-05
779,105,deleted_design,2024-10-29
780,105,shared_design,2024-11-01
781,105,exported_design,2024-12-18
782,106,signed_up,2024-01-30
783,106,exported_design,2024-03-08
784,106,created_design,2024-04-27
785,106,created_design,2024-08-10
786,107,signed_up,2024-09-01
787,107,shared_design,2024-12-18
788,107,shared_design,2024-09-01
789,107,exported_design,2024-10-30
790,107,exported_design,2024-09-06
791,107,shared_design,2024-12-28
792,107,created_design,2024-11-16
793,107,shared_design,2024-12-09
794,107,shared_design,2024-11-02
795,107,shared_design,2024-09-10
796,107,exported_design,2024-11-07
797,108,signed_up,2024-03-21
798,108,invited_team_member,2024-12-24
799,109,signed_up,2024-02-11
800,109,shared_design,2024-05-30
801,109,shared_design,2024-07-29
802,109,exported_design,2024-07-10
803,109,deleted_design,2024-12-23
804,110,signed_up,2024-10-31
805,110,invited_team_member,2024-12-12
806,111,signed_up,2024-07-25
807,111,exported_design,2024-12-29
808,111,shared_design,2024-08-04
809,111,created_design,2024-10-30
810,111,shared_design,2024-10-31
811,111,shared_design,2024-12-10
812,111,shared_design,2024-07-31
813,111,deleted_design,2024-12-03
814,111,created_design,2024-11-26
815,111,exported_design,2024-10-08
816,111,created_design,2024-10-15
817,111,exported_design,2024-08-18
818,112,signed_up,2024-05-06
819,112,exported_design,2024-05-22
820,112,exported_design,2024-10-24
821,112,deleted_design,2024-12-13
822,112,created_design,2024-12-05
823,112,deleted_design,2024-06-27
824,112,created_design,2024-10-18
825,112,exported_design,2024-11-13
826,112,deleted_design,2024-05-12
827,112,shared_design,2024-11-05
828,112,created_design,2024-05-15
829,112,created_design,2024-05-24
830,112,invited_team_member,2024-07-09
831,113,signed_up,2024-01-21
832,113,deleted_design,2024-06-01
833,113,deleted_design,2024-08-06
834,113,deleted_design,2024-12-08
835,113,shared_design,2024-08-29
836,113,invited_team_member,2024-12-30
837,114,signed_up,2024-08-02
838,114,created_design,2024-08-18
839,114,shared_design,2024-08-20
840,114,created_design,2024-12-08
841,114,shared_design,2024-10-15
842,114,shared_design,2024-08-24
843,114,deleted_design,2024-11-22
844,114,created_design,2024-11-11
845,114,exported_design,2024-12-01
846,114,exported_design,2024-12-16
847,114,deleted_design,2024-09-05
848,114,shared_design,2024-12-19
849,114,shared_design,2024-09-07
850,115,signed_up,2024-10-16
851,116,signed_up,2024-05-13
852,117,signed_up,2024-05-02
853,117,deleted_design,2024-09-25
854,118,signed_up,2024-03-08
855,118,exported_design,2024-08-31
856,118,exported_design,2024-10-05
857,118,exported_design,2024-05-29
858,118,shared_design,2024-06-29
859,118,created_design,2024-06-15
860,118,created_design,2024-06-08
861,118,deleted_design,2024-12-14
862,118,created_design,2024-12-14
863,118,created_design,2024-08-03
864,118,created_design,2024-07-14
865,118,deleted_design,2024-06-17
866,118,shared_design,2024-08-24
